Acurácia no conjunto de teste: 99.98%

Previsões para todas as imagens de teste:
Imagem: 9 (2950).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 2 (2649).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (265).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2650).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2651).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2652).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2653).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2654).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2655).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2656).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2657).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2658).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2659).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (266).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2660).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2661).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2662).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2663).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2664).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2665).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2666).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2667).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2668).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2669).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (267).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2670).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2671).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2672).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2673).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2674).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2675).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2676).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2677).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2678).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2679).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (268).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2680).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2681).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2682).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2683).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2684).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2685).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2686).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2687).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2688).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2689).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (269).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2690).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2691).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2692).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2693).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2694).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2695).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2696).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2697).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2698).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2699).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (27).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (270).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2700).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2701).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2702).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2703).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2704).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2705).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2706).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2707).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2708).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2709).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (271).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2710).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2711).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2712).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2713).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2714).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2715).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2716).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2717).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2718).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2719).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (272).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2720).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2721).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2722).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2723).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2724).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2725).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2726).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2727).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2728).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2729).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (273).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2730).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2731).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2732).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2733).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2734).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2735).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2736).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2737).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2738).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2739).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (274).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2740).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2741).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2742).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2743).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2744).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2745).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2746).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2747).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2748).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2749).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (275).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2750).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2751).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2752).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2753).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2754).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2755).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2756).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2757).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2758).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2759).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (276).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2760).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2761).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2762).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2763).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2764).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2765).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2766).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2767).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2768).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2769).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (277).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2770).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2771).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2772).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2773).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2774).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2775).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2776).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2777).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2778).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2779).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (278).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2780).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2781).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2782).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2783).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2784).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2785).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2786).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2787).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2788).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2789).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (279).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2790).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2791).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2792).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2793).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2794).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2795).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2796).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2797).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2798).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2799).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (28).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (280).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2800).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2801).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2802).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2803).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2804).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2805).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2806).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2807).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2808).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2809).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (281).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2810).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2811).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2812).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2813).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2814).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2815).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2816).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2817).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2818).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2819).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (282).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2820).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2821).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2822).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2823).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
Imagem: 2 (2824).jpg | Classe real: Healthy | Classe prevista: Healthy | Confiança: 100.00%
